,EMPLOYEE #,satisfaction_level,last_evaluation
4381,25982,0.6,0.61
4382,25984,0.57,0.64
4383,25988,0.19,0.68
4384,25992,0.48,0.77
4385,25993,0.69,0.75
4386,26006,0.7,0.55
4387,26011,0.65,0.92
4388,26013,0.81,0.96
4389,26020,0.85,0.95
4390,26024,0.93,0.76
4391,26028,0.72,0.94
4392,26033,0.49,0.55
4393,26034,0.94,0.47
4394,26039,0.81,0.84
4395,26055,0.92,0.78
4396,26060,0.97,0.82
4397,26062,0.98,0.61
4398,26066,0.44,0.45
4399,26072,0.72,0.87
4400,26080,0.8,0.73
4401,35364,0.6,0.72
4402,26135,0.89,0.65
4403,36769,0.69,0.57
4404,40786,0.54,0.81
4405,26145,0.97,0.75
4406,26151,0.37,0.4
4407,26154,0.73,0.52
4408,26155,0.57,0.69
4409,26161,0.86,0.66
4410,26162,0.83,0.85
4411,26170,0.19,0.52
4412,26174,0.55,0.93
4413,26184,0.6,0.65
4414,26190,0.62,0.71
4415,26198,0.65,0.55
4416,43922,0.4,0.48
4417,26204,0.82,0.78
4418,26211,0.75,0.69
4419,49544,0.83,0.53
4420,26231,0.77,0.78
4421,26234,0.59,0.98
4422,26238,0.8,0.79
4423,26243,0.84,0.55
4424,26244,0.88,0.71
4425,26251,0.37,0.9
4426,26930,0.88,0.66
4427,26263,0.69,0.85
4428,26268,0.54,0.49
4429,26273,0.76,0.57
4430,26280,0.51,0.58
4431,26290,0.16,0.52
4432,26291,0.65,0.6
4433,26295,0.54,0.81
4434,26296,0.66,0.68
4435,26298,0.95,0.65
4436,53397,0.83,0.57
4437,26322,0.98,0.84
4438,26332,0.72,0.72
4439,26334,0.71,0.62
4440,26335,0.36,0.65
4441,26343,0.55,0.65
4442,56450,0.64,0.52
4443,61290,0.62,0.57
4444,61308,1.0,0.95
4445,61443,0.91,0.91
4446,26398,0.81,0.67
4447,26400,0.71,0.92
4448,26402,0.97,0.74
4449,26405,0.75,0.86
4450,64024,0.68,1.0
4451,26415,0.87,0.68
4452,26418,0.96,0.57
4453,26420,0.41,0.86
4454,72369,0.81,0.61
4455,26424,0.68,1.0
4456,73386,0.63,0.56
4457,26440,0.6,0.84
4458,26464,0.66,0.97
4459,26468,0.69,0.82
4460,74486,0.23,0.37
4461,26480,0.52,0.63
4462,26481,0.65,0.86
4463,26482,0.78,0.4
4464,75930,0.6,0.65
4465,26491,0.9,0.62
4466,26499,0.59,0.95
4467,26500,0.89,0.78
4468,26508,0.96,0.85
4469,26510,0.68,0.76
4470,26523,0.52,0.72
4471,26524,0.68,0.94
4472,26527,0.6,0.59
4473,26528,0.28,0.83
4474,26541,0.98,0.54
4475,77866,0.67,0.52
4476,26550,0.86,0.6
4477,26559,0.83,0.9
4478,26564,0.79,0.86
4479,26569,0.54,0.86
4480,26573,0.51,0.86
4481,26582,0.75,0.65
4482,26583,0.51,0.67
4483,26589,0.73,0.74
4484,26591,0.17,0.4
4485,78311,0.88,0.59
4486,26600,0.76,0.79
4487,26605,0.29,0.77
4488,26611,0.62,0.97
4489,79387,0.5,0.85
4490,26616,0.16,0.65
4491,26620,0.18,0.99
4492,70815,0.86,0.68
4493,82991,0.68,0.52
4494,26641,0.68,0.85
4495,26645,0.89,0.78
4496,26646,0.86,0.88
4497,26655,0.43,0.41
4498,26658,0.85,0.58
4499,26685,0.94,0.8
4500,85643,0.58,0.71
4501,26699,0.43,0.6
4502,26735,0.72,0.49
4503,26736,0.95,0.96
4504,26738,0.35,0.67
4505,26742,0.77,0.79
4506,26744,0.74,0.7
4507,26751,0.5,0.6
4508,26756,0.87,0.56
4509,87081,0.55,0.48
4510,26764,0.8,0.65
4511,26768,0.49,0.52
4512,87398,0.54,0.92
4513,26780,0.21,0.87
4514,26789,0.77,0.77
4515,87455,0.53,0.73
4516,26794,0.89,0.49
4517,26795,0.25,0.59
4518,26805,0.53,0.59
4519,26812,0.44,0.45
4520,26820,0.7,0.44
4521,26830,0.54,0.76
4522,26832,0.9,0.56
4523,26834,0.69,0.8
4524,26836,0.78,0.59
4525,26838,0.91,0.49
4526,26841,0.92,0.61
4527,26843,0.96,0.88
4528,26859,0.8,0.77
4529,26862,0.52,0.67
4530,26870,0.52,0.97
4531,88603,0.93,0.96
4532,26877,0.89,0.9
4533,26880,0.83,0.61
4534,26882,0.7,0.84
4535,26883,0.89,0.74
4536,26895,0.21,0.37
4537,26906,0.67,0.78
4538,26908,0.73,0.97
4539,26914,0.85,0.51
4540,26918,0.54,0.85
4541,88646,0.74,0.94
4542,89147,0.71,0.65
4543,89541,0.76,0.52
4544,89593,0.85,0.5
4545,26937,0.82,0.89
4546,26943,0.71,0.79
4547,26946,0.79,0.65
4548,26953,0.86,0.56
4549,89625,0.9,0.78
4550,26961,0.65,0.8
4551,26967,0.53,0.74
4552,26968,0.51,0.91
4553,26970,1.0,0.76
4554,26981,0.92,0.82
4555,90261,1.0,0.59
4556,26993,0.23,0.67
4557,91156,0.52,0.77
4558,27014,0.8,0.83
4559,94741,0.59,0.72
4560,97406,0.75,0.55
4561,27037,0.99,0.58
4562,27039,0.57,0.76
4563,27044,0.87,0.95
4564,27057,0.52,0.47
4565,27058,0.57,0.9
4566,27059,0.32,0.77
4567,27062,0.66,0.81
4568,27066,0.53,0.8
4569,27069,0.55,0.62
4570,27072,0.66,0.9
4571,27074,0.69,0.92
4572,27076,0.67,0.99
4573,27082,0.75,0.37
4574,27083,0.7,0.98
4575,27087,0.71,0.74
4576,1095,0.97,0.6
4577,3325,0.5,0.48
4578,27095,0.34,0.92
4579,3966,0.67,0.74
4580,78377,0.78,0.98
4581,27117,0.52,0.91
4582,27121,0.91,0.51
4583,27124,0.79,0.92
4584,6552,0.83,0.53
4585,27134,0.74,0.76
4586,27139,0.77,0.97
4587,27143,0.49,0.71
4588,27144,0.94,0.89
4589,27146,0.99,0.91
4590,27150,0.69,0.84
4591,27154,0.88,0.59
4592,27155,0.89,0.9
4593,27167,0.8,0.58
4594,27175,0.22,0.89
4595,27176,0.87,0.83
4596,87694,0.66,0.66
4597,27181,0.9,0.68
4598,27187,0.95,0.54
4599,27191,0.49,0.56
4600,27198,0.71,0.68
4601,27209,0.2,0.96
4602,27217,0.95,0.64
4603,27221,0.68,0.8
4604,12964,0.93,0.68
4605,27226,0.85,0.57
4606,27231,0.82,0.68
4607,27233,0.87,0.42
4608,27236,0.88,0.84
4609,27245,0.98,0.79
4610,27253,0.89,0.98
4611,27254,0.92,0.51
4612,14544,0.48,0.6
4613,14746,0.67,0.49
4614,27273,0.84,0.55
4615,27276,0.97,0.78
4616,18994,0.65,0.53
4617,27279,0.79,0.87
4618,27280,0.75,0.75
4619,27282,0.69,0.64
4620,27285,0.85,0.6
4621,23756,0.34,0.41
4622,27292,0.97,0.68
4623,27299,0.39,0.99
4624,27307,0.54,0.81
4625,27311,0.78,0.67
4626,27313,0.49,0.79
4627,27327,0.17,0.83
4628,27329,0.98,0.81
4629,27330,0.9,1.0
4630,27333,0.24,0.89
4631,27346,0.92,0.79
4632,27350,0.36,0.72
4633,27352,0.19,0.76
4634,27354,0.75,0.76
4635,26695,0.91,0.81
4636,27370,0.72,0.95
4637,27371,0.62,0.64
4638,27380,0.97,0.75
4639,27396,0.69,0.64
4640,27405,0.98,0.56
4641,27406,0.62,0.53
4642,27408,0.59,0.82
4643,26872,0.73,0.98
4644,27016,0.71,0.79
4645,27435,0.85,0.58
4646,27436,0.8,0.94
4647,27439,0.48,0.38
4648,27440,0.64,0.4
4649,27449,0.19,0.64
4650,27452,0.82,0.69
4651,27454,0.99,0.96
4652,28439,0.45,0.58
4653,27460,0.89,0.89
4654,28929,0.75,0.78
4655,31181,0.8,0.86
4656,27479,0.78,0.49
4657,27481,0.95,0.76
4658,27490,0.68,0.67
4659,27494,0.82,0.97
4660,27499,0.9,0.69
4661,31484,0.59,0.99
4662,27511,0.66,0.57
4663,27517,0.63,0.56
4664,27519,0.73,0.78
4665,27521,0.63,0.93
4666,27522,0.87,0.62
4667,27533,0.62,0.87
4668,27535,0.53,0.9
4669,27546,0.94,0.83
4670,27549,0.94,0.55
4671,34070,0.55,0.64
4672,27572,0.58,0.72
4673,34371,0.98,0.88
4674,27580,0.74,0.76
4675,27594,0.65,0.48
4676,27607,0.97,0.79
4677,35444,0.58,0.75
4678,27609,0.49,0.77
4679,92619,0.69,0.98
4680,27625,0.55,0.49
4681,27626,0.65,0.89
4682,27636,0.87,0.49
4683,27638,0.12,0.7
4684,27641,0.65,0.84
4685,27648,0.23,0.66
4686,27653,0.62,0.77
4687,27655,0.86,0.72
4688,27657,0.85,0.6
4689,27658,0.74,0.76
4690,27660,0.53,0.76
4691,27661,0.99,0.44
4692,27663,0.48,0.81
4693,27673,0.72,0.74
4694,27676,0.76,0.72
4695,36796,0.41,0.7
4696,27704,0.85,0.88
4697,37844,0.62,0.49
4698,27706,0.16,0.78
4699,27708,0.58,0.61
4700,27712,0.73,0.95
4701,27714,0.28,0.76
4702,27720,0.77,0.61
4703,27729,0.85,0.86
4704,27742,0.56,0.76
4705,27757,0.81,1.0
4706,27773,0.83,0.87
4707,94460,0.49,0.48
4708,27779,0.81,0.97
4709,27780,0.56,0.92
4710,27791,0.77,0.83
4711,27792,0.73,0.5
4712,27795,0.95,0.72
4713,27798,0.69,0.68
4714,27799,0.79,0.89
4715,27801,0.63,0.57
4716,27807,0.8,0.79
4717,27808,0.64,0.61
4718,27809,0.92,0.9
4719,27810,0.96,0.75
4720,27811,0.56,0.85
4721,44706,0.37,0.61
4722,27821,0.5,0.82
4723,45123,0.49,0.58
4724,27826,1.0,0.73
4725,6850,0.82,0.75
4726,27849,0.52,0.54
4727,27857,0.76,0.96
4728,27858,0.2,0.53
4729,27861,0.6,0.9
4730,27878,0.69,0.9
4731,27883,0.93,0.51
4732,27890,0.7,0.64
4733,27898,0.56,0.54
4734,27917,0.97,0.61
4735,27931,0.24,0.65
4736,27937,0.83,0.91
4737,27940,0.55,0.85
4738,27941,0.68,0.99
4739,27949,0.48,0.53
4740,27950,,0.95
4741,27956,0.61,0.5
4742,27958,0.5,0.74
4743,47757,0.78,0.54
4744,27969,0.61,0.68
4745,27994,0.48,0.5
4746,27998,0.93,0.92
4747,27999,0.78,0.58
4748,50280,0.92,0.99
4749,28026,0.71,0.98
4750,28037,0.15,0.42
4751,28038,0.14,0.83
4752,28042,0.56,0.72
4753,28058,1.0,0.84
4754,28063,0.77,0.82
4755,52865,0.86,0.66
4756,28075,0.88,0.95
4757,54993,0.85,0.84
4758,28086,0.95,0.56
4759,28091,0.65,0.65
4760,55223,0.7,0.55
4761,28107,0.6,0.55
4762,28114,0.84,0.83
4763,28123,0.23,0.59
4764,57481,0.89,0.75
4765,28130,0.98,0.91
4766,28138,0.88,0.83
4767,28144,0.87,0.52
4768,28145,0.93,0.96
4769,28149,0.13,0.95
4770,28158,0.99,0.56
4771,28161,0.52,0.51
4772,28170,0.58,0.98
4773,57747,0.85,0.57
4774,28195,0.41,0.59
4775,28203,1.0,0.8
4776,28211,0.63,0.64
4777,28215,0.63,0.58
4778,28216,0.63,0.9
4779,28229,0.59,0.62
4780,28232,0.88,0.77
4781,59175,0.72,0.7
4782,28235,0.67,0.81
4783,28246,0.41,0.54
4784,28250,0.3,0.68
4785,28257,0.83,0.84
4786,28258,0.73,0.93
4787,28279,0.87,0.9
4788,28282,0.93,0.74
4789,28285,0.97,0.91
4790,28290,0.7,0.54
4791,28293,0.66,0.95
4792,28295,0.62,0.66
4793,60070,0.56,0.52
4794,28314,0.32,0.72
4795,37603,0.55,0.81
4796,28334,0.69,0.91
4797,28340,0.91,0.63
4798,28342,0.33,0.82
4799,28362,0.37,0.74
4800,28367,0.95,0.57
4801,28370,0.17,0.91
4802,28378,0.95,0.53
4803,28403,0.27,0.69
4804,28406,0.91,0.95
4805,60485,0.49,0.61
4806,28422,0.6,0.56
4807,28425,0.52,0.57
4808,61794,0.54,0.65
4809,28443,0.86,0.53
4810,28445,0.78,0.87
4811,28448,0.6,0.81
4812,28449,0.15,0.91
4813,28451,0.72,0.92
4814,28457,0.94,0.85
4815,28462,0.92,0.56
4816,28464,0.6,0.88
4817,28466,0.41,0.68
4818,28471,0.5,0.43
4819,52616,0.8,0.91
4820,28484,0.67,0.83
4821,28486,0.71,0.88
4822,28493,0.66,0.85
4823,28494,0.77,0.74
4824,28499,0.62,0.54
4825,28501,0.95,0.53
4826,28519,0.89,0.75
4827,28523,0.74,0.83
4828,28535,0.19,0.8
4829,28536,0.83,0.77
4830,28538,0.53,0.64
4831,28540,0.98,0.75
4832,28546,0.74,0.99
4833,28568,0.22,0.88
4834,28579,0.76,0.68
4835,64116,0.89,0.91
4836,28598,0.5,0.84
4837,28601,0.17,0.82
4838,28604,0.46,0.38
4839,28605,0.68,0.78
4840,28607,0.77,0.86
4841,65594,0.68,0.83
4842,28609,0.15,0.7
4843,28614,0.7,0.98
4844,66683,0.66,0.96
4845,28620,0.54,0.52
4846,28625,0.57,0.57
4847,28640,0.78,0.58
4848,28659,0.14,0.83
4849,67288,0.73,0.86
4850,28668,0.65,0.97
4851,28684,0.31,0.59
4852,28687,0.77,0.55
4853,68271,0.68,0.85
4854,28702,0.79,0.69
4855,69374,0.92,0.62
4856,28708,0.77,0.96
4857,28719,0.48,0.89
4858,28724,0.63,0.66
4859,28725,0.92,0.49
4860,28727,0.5,0.85
4861,28729,0.52,0.91
4862,28741,0.73,0.79
4863,28748,0.99,0.87
4864,28755,0.91,0.99
4865,28774,0.85,0.79
4866,28777,0.95,0.69
4867,28780,0.67,0.85
4868,28783,0.86,0.55
4869,28801,0.71,0.54
4870,28804,0.99,0.95
4871,28807,0.57,0.61
4872,28810,0.98,0.72
4873,28819,0.62,0.58
4874,28820,0.74,0.79
4875,69573,0.7,0.6
4876,70129,0.8,0.93
4877,28844,0.65,0.69
4878,70792,0.53,0.52
4879,28856,0.43,0.62
4880,28866,0.59,0.65
4881,28870,0.16,0.96
4882,28877,0.84,0.8
4883,28879,0.78,0.95
4884,73006,0.66,0.91
4885,28884,0.7,0.74
4886,28888,0.73,0.63
4887,28890,0.65,0.88
4888,28892,0.79,0.59
4889,28895,0.57,0.68
4890,28897,0.24,0.58
4891,28906,0.95,0.78
4892,28913,0.38,0.54
4893,28921,0.9,0.78
4894,28927,0.5,0.4
4895,73384,0.68,0.61
4896,28931,0.5,0.78
4897,28932,0.85,0.81
4898,28937,0.95,0.52
4899,28940,0.92,0.92
4900,28943,0.83,0.87
4901,28949,0.9,0.78
4902,62385,0.21,0.77
4903,28952,0.94,0.86
4904,77059,0.7,0.85
4905,28961,0.54,0.76
4906,28966,0.77,0.65
4907,28970,0.62,0.49
4908,29006,0.93,0.55
4909,29011,0.81,0.86
4910,29026,0.99,0.79
4911,29027,0.78,0.49
4912,29028,0.66,0.63
4913,29031,0.9,0.72
4914,29037,0.74,0.53
4915,29041,0.65,0.78
4916,77325,0.99,0.52
4917,29054,0.83,0.72
4918,29057,0.6,0.82
4919,77981,0.55,0.93
4920,29063,0.96,0.71
4921,83125,0.83,0.94
4922,83953,0.95,0.7
4923,29075,0.77,0.88
4924,29081,0.83,0.95
4925,29091,0.87,0.54
4926,29094,0.69,0.49
4927,29095,0.67,0.58
4928,29099,0.55,0.49
4929,29102,0.55,0.82
4930,29119,0.39,0.48
4931,29121,0.51,0.93
4932,29122,0.39,0.38
4933,29125,0.96,0.93
4934,29127,0.68,0.81
4935,29128,0.67,0.71
4936,29138,0.68,0.44
4937,29141,0.56,0.58
4938,29142,0.9,0.7
4939,29143,0.69,0.59
4940,29147,0.99,0.71
4941,29174,0.42,0.59
4942,29183,0.28,0.51
4943,29185,0.55,0.65
4944,29193,0.91,0.53
4945,84249,0.53,0.98
4946,29196,0.87,0.74
4947,29204,0.57,0.6
4948,29207,0.59,0.77
4949,29212,0.76,0.89
4950,29220,0.59,0.42
4951,29223,0.5,0.54
4952,29263,0.55,0.55
4953,29266,0.92,0.53
4954,29269,0.8,0.51
4955,29274,0.93,0.66
4956,29279,0.67,0.57
4957,29296,0.78,0.55
4958,29302,0.61,0.7
4959,85112,0.74,0.84
4960,29307,0.5,0.49
4961,29308,0.84,0.96
4962,86366,0.89,0.55
4963,29322,0.77,0.89
4964,29333,0.64,0.71
4965,87027,0.77,0.89
4966,29345,0.74,0.58
4967,89345,0.88,0.96
4968,29375,0.88,0.96
4969,29379,0.89,0.88
4970,29382,0.74,0.59
4971,29391,0.63,0.74
4972,29394,0.63,0.8
4973,29396,0.68,0.92
4974,90624,0.14,0.81
4975,90972,0.86,0.94
4976,29404,0.73,0.53
4977,29405,0.57,0.56
4978,29411,0.97,0.75
4979,91531,0.67,0.36
4980,29417,0.89,0.74
4981,29420,0.8,0.96
4982,29423,0.3,0.51
4983,29424,0.14,0.73
4984,29438,0.91,0.8
4985,29441,0.49,0.81
4986,29442,0.57,0.68
4987,29447,0.59,0.62
4988,29449,0.5,0.7
4989,29454,0.69,0.97
4990,29455,0.81,0.68
4991,92045,0.79,0.82
4992,93595,0.55,0.91
4993,29467,0.92,0.62
4994,29472,0.94,0.59
4995,29479,0.67,0.55
4996,29481,0.53,0.92
4997,29482,0.77,0.59
4998,95250,0.57,0.82
4999,29486,0.64,0.97
5000,29488,0.35,1.0
5001,29491,0.66,0.71
5002,29493,0.59,0.84
5003,29499,0.49,0.93
5004,29502,0.91,0.99
5005,29505,0.12,0.6
5006,29508,0.74,0.68
5007,29515,0.84,0.94
5008,29526,0.51,0.99
5009,95574,0.94,0.71
5010,29533,0.74,0.66
5011,29537,0.52,0.54
5012,95869,0.31,0.92
5013,96920,0.72,0.59
5014,29568,0.92,1.0
5015,29569,0.56,0.64
5016,29574,0.76,0.45
5017,1067,0.59,0.9
5018,29584,0.5,0.74
5019,29591,0.88,0.72
5020,29597,0.86,0.49
5021,29603,0.66,0.99
5022,1892,0.7,0.69
5023,29616,0.98,0.93
5024,3925,0.61,0.73
5025,29632,0.57,0.66
5026,29633,0.84,0.91
5027,7480,0.76,0.4
5028,29640,0.64,
5029,29641,0.87,0.7
5030,99636,0.62,0.69
5031,29654,0.16,0.99
5032,29655,0.83,0.87
5033,29663,0.36,0.59
5034,29670,0.47,0.51
5035,29671,0.54,0.51
5036,29672,0.83,0.83
5037,29673,0.96,0.68
5038,9960,0.91,0.74
5039,29678,0.56,0.59
5040,10025,0.73,0.66
5041,29689,0.97,0.63
5042,10557,0.75,0.74
5043,29700,0.49,0.76
5044,29701,0.57,0.94
5045,29705,0.41,0.58
5046,29707,0.53,0.7
5047,29713,0.93,0.6
5048,10775,0.58,0.9
5049,29722,0.6,0.54
5050,29733,0.74,0.8
5051,29739,0.62,0.52
5052,29747,0.7,0.76
5053,29752,0.93,0.75
5054,11510,0.75,0.9
5055,29757,0.95,0.48
5056,29760,0.43,0.98
5057,29763,0.77,0.58
5058,29764,0.67,1.0
5059,29775,0.51,0.72
5060,29787,0.94,0.53
5061,29797,0.9,0.85
5062,15224,0.8,0.78
5063,29802,0.34,0.89
5064,29806,0.45,0.53
5065,29807,0.97,0.66
5066,15499,0.5,0.48
5067,29809,0.89,0.62
5068,29816,0.76,0.5
5069,29818,0.66,0.84
5070,29821,0.74,0.63
5071,29826,0.69,0.74
5072,29828,0.59,0.57
5073,29832,1.0,0.85
5074,29833,0.61,0.75
5075,29834,0.98,0.42
5076,29842,0.59,0.71
5077,29844,0.22,0.69
5078,16322,0.71,0.95
5079,16919,0.86,0.53
5080,29869,0.65,0.59
5081,29871,0.93,0.67
5082,29874,0.49,0.69
5083,22307,0.78,0.77
5084,29884,0.62,0.7
5085,29887,0.72,0.63
5086,29908,0.7,0.56
5087,29914,0.54,0.93
5088,29919,0.61,0.95
5089,22483,0.84,0.95
5090,29937,0.8,0.58
5091,22743,0.58,0.5
5092,29944,0.97,0.87
5093,29949,0.92,0.55
5094,29963,0.96,0.51
5095,29964,0.73,0.87
5096,29967,0.73,0.71
5097,29973,0.53,0.83
5098,29976,0.17,0.82
5099,23950,0.75,0.76
5100,29992,0.76,0.44
5101,25616,0.76,0.77
5102,30000,0.92,0.55
5103,12826,0.82,0.88
5104,30009,0.38,0.5
5105,30034,0.49,0.72
5106,30037,0.53,0.8
5107,30039,0.56,0.59
5108,30046,0.69,0.98
5109,30051,0.62,0.99
5110,30054,0.71,0.76
5111,27462,0.52,1.0
5112,30069,0.2,0.53
5113,27825,0.93,0.61
5114,30083,0.74,0.81
5115,30084,0.78,0.45
5116,30088,0.85,0.79
5117,30090,0.79,0.56
5118,30097,0.92,0.91
5119,30100,0.58,0.97
5120,30106,0.68,0.72
5121,29614,0.9,0.67
5122,30117,0.67,0.71
5123,30128,0.79,0.73
5124,30129,0.23,0.48
5125,30136,0.98,0.99
5126,30141,0.8,0.75
5127,30142,0.77,0.84
5128,30778,1.0,0.91
5129,30165,0.6,0.92
5130,30169,0.49,0.54
5131,30172,0.91,0.99
5132,30175,0.97,0.52
5133,30176,0.71,0.76
5134,30182,0.62,0.91
5135,30185,0.61,0.92
5136,30186,0.21,0.6
5137,30190,0.64,0.97
5138,30191,0.61,0.65
5139,30203,0.58,0.75
5140,30207,0.41,0.9
5141,30214,0.98,0.73
5142,32289,0.5,0.88
5143,33217,0.98,0.61
5144,30241,0.4,0.85
5145,34880,0.63,0.92
5146,30244,0.75,0.53
5147,30246,0.82,0.84
5148,30247,0.55,0.62
5149,30249,0.44,0.36
5150,30250,0.92,0.88
5151,30274,0.57,0.56
5152,30289,0.73,0.86
5153,30297,0.82,0.92
5154,36460,0.54,0.75
5155,30301,0.64,0.95
5156,30310,0.99,0.76
5157,30311,0.19,0.92
5158,30316,0.86,0.96
5159,30333,0.65,0.66
5160,36773,0.52,0.81
5161,39777,0.85,0.49
5162,30337,0.61,0.64
5163,40849,0.77,0.57
5164,30345,0.54,0.94
5165,42907,0.76,0.74
5166,30352,0.79,0.9
5167,30364,0.89,0.93
5168,30368,0.6,0.8
5169,30371,0.51,0.58
5170,30375,0.2,0.72
5171,30381,0.93,0.6
5172,30382,0.77,0.54
5173,45068,0.8,0.87
5174,30385,0.8,0.97
5175,30389,0.62,0.92
5176,30393,0.79,0.72
5177,30400,0.88,0.73
5178,30419,0.96,0.73
5179,30429,0.34,0.69
5180,30433,0.34,0.65
5181,30441,0.88,0.85
5182,30448,0.66,0.61
5183,30461,0.55,0.71
5184,30466,0.59,0.51
5185,30473,0.62,0.73
5186,30479,0.78,0.93
5187,30480,0.73,0.75
5188,30492,0.71,0.94
5189,45560,0.97,0.86
5190,30515,0.21,0.74
5191,30526,0.52,0.96
5192,30536,0.73,0.88
5193,30543,0.74,0.83
5194,46754,0.26,0.71
5195,30559,0.52,0.78
5196,48689,0.69,0.54
5197,30581,0.79,0.59
5198,30593,0.93,0.62
5199,30594,0.34,0.87
5200,30598,0.77,0.52
5201,30617,0.36,0.73
5202,30621,0.93,0.58
5203,30624,0.7,0.58
5204,30628,0.51,0.49
5205,30641,0.83,0.78
5206,30653,0.89,0.89
5207,50107,0.94,0.59
5208,30690,0.8,0.55
5209,30696,0.74,0.66
5210,52653,0.5,0.91
5211,30702,0.54,0.84
5212,30704,0.5,0.54
5213,30710,0.17,0.91
5214,30711,0.57,0.53
5215,30716,0.8,0.51
5216,30720,0.45,0.64
5217,30725,0.87,0.5
5218,30727,0.98,0.64
5219,30730,0.55,0.8
5220,30735,0.53,0.5
5221,4157,0.75,0.48
5222,30745,0.96,0.59
5223,61746,0.71,0.97
5224,62112,0.7,0.63
5225,30775,0.33,0.94
5226,30776,0.93,0.94
5227,62172,0.64,0.65
5228,30783,0.27,0.45
5229,30788,0.99,0.99
5230,30789,0.81,0.62
5231,30792,0.6,0.91
5232,30794,0.32,0.4
5233,30795,0.48,0.68
5234,62359,0.87,0.51
5235,30801,0.91,0.79
5236,30816,0.24,0.89
5237,30817,0.66,0.56
5238,30822,0.94,0.59
5239,30827,0.93,0.97
5240,30828,0.19,0.55
5241,30832,0.88,0.45
5242,12644,0.76,0.47
5243,30838,0.67,0.64
5244,30842,0.54,0.5
5245,64589,0.53,0.95
5246,30854,0.67,0.92
5247,30862,0.5,0.38
5248,30863,0.49,0.76
5249,30868,0.82,0.71
5250,67684,0.86,0.71
5251,30874,0.5,0.5
5252,30877,0.82,0.6
5253,30880,0.95,0.78
5254,30885,0.64,0.87
5255,70174,0.91,0.5
5256,30887,0.79,0.75
5257,30888,0.83,0.56
5258,70442,0.66,0.6
5259,30906,0.92,0.8
5260,30914,0.59,0.47
5261,30925,0.6,0.83
5262,30932,0.68,0.97
5263,30937,0.58,0.73
5264,30948,0.93,0.77
5265,30950,0.66,0.5
5266,30958,0.8,0.99
5267,30977,0.28,0.79
5268,30980,0.84,0.59
5269,30981,0.86,0.58
5270,30985,0.46,0.45
5271,30987,0.94,0.92
5272,30989,0.8,0.76
5273,31006,0.13,0.63
5274,31009,0.95,0.73
5275,71281,0.93,0.88
5276,31023,0.86,0.81
5277,31041,0.67,0.93
5278,71628,0.73,0.6
5279,79592,0.62,0.92
5280,31061,0.53,0.81
5281,85562,0.68,0.68
5282,31077,0.69,0.55
5283,31102,0.66,0.92
5284,31107,0.98,0.56
5285,31116,0.57,0.39
5286,88047,0.64,0.78
5287,31123,0.71,0.58
5288,31126,0.94,0.7
5289,31147,0.8,0.85
5290,31165,0.59,0.94
5291,31169,0.95,0.7
5292,90417,1.0,0.39
5293,90670,0.53,0.59
5294,31193,0.35,0.59
5295,90681,0.73,0.66
5296,31201,0.89,0.63
5297,31210,0.21,0.93
5298,31224,0.21,0.85
5299,95817,0.6,0.83
5300,31230,0.94,0.69
5301,31242,0.92,0.68
5302,98610,0.92,0.78
5303,31251,0.71,0.98
5304,31253,0.69,0.83
5305,31260,0.26,0.51
5306,85443,0.21,0.78
5307,31269,0.36,0.42
5308,31271,0.81,0.92
5309,31275,0.54,0.88
5310,31279,0.63,0.87
5311,1282,0.86,0.75
5312,1729,0.8,0.79
5313,31287,0.55,0.58
5314,31289,0.18,0.6
5315,88217,0.88,0.98
5316,31296,0.65,0.86
5317,31299,0.99,1.0
5318,7093,0.88,0.93
5319,31328,0.67,0.59
5320,31345,0.53,0.59
5321,31350,0.83,0.61
5322,31359,0.36,0.71
5323,31377,0.62,0.64
5324,8594,0.72,0.67
5325,31381,0.79,0.54
5326,31385,1.0,0.87
5327,31386,0.65,0.52
5328,31388,0.84,0.91
5329,10336,0.81,0.59
5330,31392,0.59,0.51
5331,88692,0.78,0.53
5332,31403,0.22,0.52
5333,31410,0.96,0.98
5334,11357,0.85,0.8
5335,31422,0.12,0.73
5336,31424,0.6,0.68
5337,31431,0.93,0.84
5338,31441,0.73,0.86
5339,31442,0.7,0.66
5340,31444,0.18,0.59
5341,31450,0.81,0.6
5342,31456,0.28,0.9
5343,31462,0.74,0.79
5344,31463,0.5,0.74
5345,31468,0.83,0.85
5346,17682,0.55,0.66
5347,17941,0.77,0.94
5348,31497,0.92,0.58
5349,31501,0.59,0.89
5350,18652,0.45,0.72
5351,31513,0.76,0.97
5352,31524,0.89,0.69
5353,31527,0.73,0.5
5354,31534,0.65,0.7
5355,19666,0.14,0.96
5356,19895,0.3,0.47
5357,31550,0.53,0.82
5358,52936,0.66,0.89
5359,31560,0.84,0.59
5360,31567,0.74,0.97
5361,31569,0.56,0.4
5362,31579,0.42,0.47
5363,31580,0.29,0.8
5364,31587,0.54,0.72
5365,31606,0.8,0.52
5366,31617,0.89,0.93
5367,31619,0.92,0.58
5368,31620,0.87,0.68
5369,21965,0.76,0.82
5370,31623,0.64,0.61
5371,31625,0.83,0.57
5372,31626,0.55,0.6
5373,31631,0.83,0.7
5374,31640,0.58,0.62
5375,31641,0.67,0.97
5376,31645,0.65,0.57
5377,31666,0.89,0.95
5378,31669,0.84,0.5
