,empid,projid,duration,tenure,safety,churn,advancement,department,salary
2753,16481,3,157,3,0,0,0,support,medium
2754,16487,4,274,2,0,0,0,technical,medium
2755,16496,3,144,3,0,0,0,RandD,low
2756,16514,4,181,3,1,0,0,management,low
2757,21191,4,157,3,0,0,1,management,low
2758,16517,3,263,3,0,0,0,marketing,low
2759,16522,5,182,2,0,0,0,sales,medium
2760,16527,3,202,2,0,0,0,support,medium
2761,16538,5,274,7,0,0,0,marketing,medium
2762,16539,3,139,3,1,0,0,sales,low
2763,16544,5,271,8,0,0,0,sales,medium
2764,16558,5,168,3,0,0,0,IT,low
2765,16561,4,228,2,0,0,0,support,low
2766,16563,2,141,3,0,1,0,IT,low
2767,16570,4,220,3,0,0,0,IT,high
2768,16576,3,252,3,0,0,0,IT,medium
2769,16577,5,264,5,0,1,0,product_mng,low
2770,16578,3,268,2,1,0,0,technical,medium
2771,16598,4,214,2,0,0,0,management,high
2772,16600,5,180,3,0,0,0,technical,high
2773,16609,4,144,3,1,0,0,technical,low
2774,21814,5,198,3,0,0,0,support,low
2775,16623,5,261,3,0,0,0,support,high
2776,16625,4,192,4,0,0,0,IT,low
2777,16626,6,253,3,0,0,0,technical,medium
2778,16638,5,211,6,0,1,0,support,medium
2779,16645,4,205,3,0,0,0,technical,medium
2780,40287,4,182,3,0,0,0,product_mng,low
2781,16662,6,254,5,0,1,0,support,low
2782,16672,5,133,3,0,0,0,accounting,low
2783,16674,3,264,3,0,0,0,RandD,medium
2784,16676,3,192,3,0,0,0,technical,low
2785,16683,3,229,3,0,0,0,sales,medium
2786,22116,4,271,5,0,1,0,support,low
2787,16694,4,144,3,1,0,0,sales,high
2788,16711,4,178,10,0,0,0,support,low
2789,16715,2,144,3,0,1,0,marketing,low
2790,16717,6,275,4,0,1,0,sales,medium
2791,22371,6,199,5,0,0,0,sales,low
2792,23262,4,252,4,0,0,0,technical,medium
2793,16740,4,225,3,0,0,0,sales,medium
2794,16741,4,134,3,0,0,0,technical,low
2795,16746,4,200,2,0,0,0,management,medium
2796,16753,5,178,3,0,0,0,management,high
2797,16759,4,140,2,0,0,0,sales,low
2798,16762,6,295,4,0,1,0,technical,low
2799,24020,3,167,2,0,0,0,sales,low
2800,24970,3,273,10,0,0,0,sales,medium
2801,52421,5,188,4,1,0,0,support,low
2802,27108,4,244,6,0,1,0,product_mng,medium
2803,27566,3,152,2,0,0,0,technical,low
2804,16783,4,159,3,0,0,0,hr,high
2805,16784,4,225,2,0,1,0,hr,low
2806,16786,2,150,3,0,1,0,sales,low
2807,16788,5,192,4,0,0,0,sales,low
2808,28828,3,251,2,0,0,0,technical,medium
2809,16810,3,105,5,0,0,0,RandD,low
2810,16811,3,166,3,0,0,0,technical,low
2811,16813,2,131,3,0,1,0,sales,low
2812,16816,5,274,5,0,1,0,marketing,medium
2813,29341,6,284,4,0,1,0,IT,low
2814,16833,3,249,3,0,0,1,sales,medium
2815,16836,3,185,3,1,0,0,management,low
2816,16838,3,221,3,0,0,0,support,low
2817,16840,2,144,3,0,1,0,technical,medium
2818,16850,6,196,3,0,0,0,sales,medium
2819,16851,7,271,5,0,1,0,IT,medium
2820,16857,3,139,3,0,0,0,sales,low
2821,16868,4,188,3,0,0,0,management,high
2822,16872,4,198,3,1,0,0,technical,low
2823,16880,2,133,7,0,0,0,management,high
2824,16889,3,270,5,0,1,0,support,low
2825,16891,5,236,3,1,0,0,IT,medium
2826,16892,7,273,4,0,1,0,sales,medium
2827,29464,2,131,3,1,0,0,support,medium
2828,16903,2,142,3,0,1,0,support,low
2829,16918,5,218,6,0,0,0,technical,medium
2830,30384,3,246,3,0,0,0,technical,medium
2831,16924,4,263,4,0,0,0,sales,low
2832,16932,5,142,4,0,0,0,product_mng,low
2833,31411,4,177,2,0,0,0,sales,high
2834,16941,5,174,2,0,0,0,technical,medium
2835,16970,4,201,6,0,0,0,support,low
2836,16978,5,143,8,0,0,0,sales,medium
2837,16982,3,151,4,0,1,0,hr,low
2838,16983,2,156,3,0,0,0,product_mng,medium
2839,16994,4,179,5,0,0,0,hr,low
2840,33082,3,178,2,0,0,0,sales,medium
2841,16996,4,204,3,0,0,0,IT,medium
2842,16999,5,265,2,0,0,0,RandD,medium
2843,33160,6,138,3,0,0,0,support,low
2844,17010,2,231,3,0,0,0,product_mng,medium
2845,17011,2,136,3,0,1,0,support,medium
2846,17017,7,262,4,0,1,0,accounting,low
2847,33735,4,248,3,0,0,0,sales,medium
2848,17027,2,260,2,0,0,0,product_mng,low
2849,17048,3,200,4,0,0,0,technical,medium
2850,17057,4,251,2,0,0,0,technical,medium
2851,17066,4,141,3,0,0,0,RandD,low
2852,17083,2,144,3,0,1,0,technical,medium
2853,17087,3,172,5,0,0,0,sales,medium
2854,17088,2,179,2,0,0,0,product_mng,low
2855,17106,2,130,3,0,1,0,RandD,low
2856,17112,3,232,3,0,0,0,hr,medium
2857,17113,5,265,8,0,0,0,technical,low
2858,17119,4,254,3,0,0,0,support,low
2859,33823,4,266,3,0,0,0,support,medium
2860,17129,4,249,2,0,0,0,marketing,low
2861,17131,5,254,5,0,1,0,sales,medium
2862,17140,4,123,4,0,0,0,technical,low
2863,17144,5,242,5,1,1,0,sales,low
2864,17148,3,238,2,0,0,0,sales,low
2865,17150,2,135,3,0,1,0,sales,low
2866,17151,2,137,5,0,0,0,technical,medium
2867,17162,7,285,4,0,1,0,sales,medium
2868,17203,5,143,2,0,0,0,sales,low
2869,17207,3,213,6,0,0,0,technical,medium
2870,17211,6,183,10,0,0,0,sales,medium
2871,17217,5,164,3,0,0,0,sales,high
2872,17219,2,155,3,0,1,0,support,low
2873,33827,5,260,3,0,0,0,support,low
2874,17232,4,238,4,1,0,0,sales,low
2875,17236,4,163,3,0,0,0,sales,medium
2876,17238,5,269,4,0,1,0,sales,low
2877,34953,3,198,3,0,0,0,sales,high
2878,17248,3,233,4,0,0,0,technical,low
2879,17259,3,116,2,0,0,0,IT,medium
2880,17261,3,261,3,0,0,0,marketing,medium
2881,17266,3,210,3,0,0,0,marketing,medium
2882,17284,4,240,5,0,0,0,support,medium
2883,17292,4,225,3,0,0,0,support,medium
2884,17296,4,257,2,0,0,0,sales,medium
2885,17297,2,145,3,0,1,0,support,low
2886,17298,3,243,2,0,0,0,sales,medium
2887,17303,4,186,3,1,0,0,sales,medium
2888,17310,3,147,3,1,0,0,support,low
2889,17325,4,250,3,0,0,0,accounting,low
2890,17328,2,169,3,0,1,0,product_mng,low
2891,17329,4,266,2,0,0,0,management,high
2892,17334,2,134,3,0,1,0,sales,medium
2893,17336,6,273,4,0,1,0,sales,low
2894,17345,6,216,6,0,0,0,RandD,medium
2895,17352,4,107,4,0,0,0,IT,low
2896,17360,3,259,2,0,0,0,management,low
2897,17361,3,148,2,0,0,0,IT,medium
2898,17362,2,146,3,0,1,0,marketing,low
2899,17363,6,256,4,0,1,0,product_mng,low
2900,17371,2,156,3,0,1,0,technical,low
2901,35387,6,191,2,1,0,0,IT,low
2902,17384,4,253,2,0,0,0,RandD,high
2903,17395,4,236,3,0,0,0,support,medium
2904,17397,6,244,3,1,0,0,hr,medium
2905,17405,3,193,3,0,0,0,hr,low
2906,17407,5,273,2,0,0,0,management,medium
2907,17416,5,178,2,0,0,0,sales,low
2908,36326,4,130,2,1,0,0,sales,low
2909,17422,4,98,3,0,0,0,IT,low
2910,17425,2,130,3,0,1,0,hr,low
2911,17426,4,172,3,0,0,0,support,medium
2912,17431,5,201,3,0,0,0,IT,low
2913,36942,5,139,2,0,0,0,management,low
2914,17460,2,279,2,0,0,0,product_mng,medium
2915,17462,6,283,4,0,1,0,technical,low
2916,17469,2,135,3,0,1,0,support,low
2917,17471,4,142,3,0,0,0,technical,high
2918,17473,4,252,5,1,0,0,sales,low
2919,17484,6,262,4,1,1,0,support,low
2920,17487,3,174,3,0,0,0,technical,medium
2921,38536,6,306,4,0,1,0,management,medium
2922,17499,4,170,3,0,0,0,accounting,low
2923,17501,4,250,3,0,0,0,support,low
2924,17502,4,267,2,0,0,0,sales,low
2925,17510,3,169,3,0,0,0,technical,low
2926,17517,4,184,3,1,0,0,IT,medium
2927,17525,3,180,4,0,0,0,support,medium
2928,17528,3,244,3,1,0,0,support,low
2929,17530,4,239,5,0,1,0,sales,low
2930,17544,3,165,3,0,0,0,technical,low
2931,17560,5,240,4,0,0,0,support,low
2932,17561,2,261,5,0,0,0,sales,medium
2933,17571,4,176,5,0,1,0,sales,medium
2934,17592,5,276,6,0,1,0,sales,low
2935,17623,2,244,3,0,0,0,support,medium
2936,39151,4,206,8,0,0,0,technical,low
2937,17629,5,269,4,1,0,0,RandD,medium
2938,40973,3,167,3,0,0,0,product_mng,medium
2939,17646,5,147,2,0,0,0,support,low
2940,17651,4,228,4,0,0,0,management,high
2941,42040,4,175,3,1,0,0,product_mng,medium
2942,42875,5,199,3,0,0,0,product_mng,high
2943,17702,4,230,3,0,0,0,support,medium
2944,17712,3,167,3,0,0,0,product_mng,medium
2945,17713,3,174,2,0,0,0,sales,low
2946,43226,4,224,3,0,0,0,support,low
2947,17719,6,282,3,0,0,0,accounting,low
2948,17746,7,286,4,0,1,0,technical,medium
2949,17759,4,264,4,0,0,0,support,low
2950,13643,5,261,4,0,0,0,sales,low
2951,17766,5,230,6,0,1,0,support,low
2952,17777,2,143,3,0,1,0,support,low
2953,17789,3,144,4,0,0,0,hr,medium
2954,17790,5,197,4,0,0,0,sales,low
2955,17807,5,161,3,0,0,0,technical,medium
2956,17815,3,157,3,0,0,0,sales,medium
2957,17834,4,244,2,0,0,0,sales,medium
2958,17838,4,157,3,0,0,0,IT,medium
2959,17842,3,237,3,0,1,0,sales,medium
2960,45412,4,197,2,0,0,0,management,low
2961,17846,6,268,5,0,1,0,sales,medium
2962,17847,2,137,2,0,0,0,sales,medium
2963,17849,3,162,2,0,0,1,support,medium
2964,17854,5,212,2,0,0,0,technical,low
2965,17857,3,138,3,0,0,0,support,medium
2966,17866,5,200,3,0,0,0,technical,medium
2967,17878,6,179,7,0,0,0,sales,medium
2968,17881,6,298,4,0,1,0,hr,medium
2969,47607,3,183,3,0,0,0,support,low
2970,17887,4,135,5,0,1,0,support,medium
2971,49290,5,255,3,0,0,0,sales,low
2972,50701,4,261,4,0,0,0,technical,high
2973,17910,5,263,7,0,0,0,sales,high
2974,51900,5,142,3,0,0,0,sales,low
2975,17915,4,232,2,0,0,0,marketing,low
2976,17916,2,227,3,0,0,0,management,high
2977,17925,5,263,4,0,0,0,IT,medium
2978,17930,5,229,5,0,1,0,sales,medium
2979,17934,4,202,6,0,0,0,sales,medium
2980,52015,4,214,3,0,0,0,IT,medium
2981,35690,4,135,3,1,0,0,support,low
2982,17942,2,272,3,1,0,0,product_mng,medium
2983,54086,3,200,5,0,0,0,sales,low
2984,39973,5,213,5,0,1,0,sales,medium
2985,17957,3,150,2,1,0,0,support,medium
2986,17958,4,217,6,0,0,0,sales,low
2987,17964,4,176,3,0,0,0,product_mng,medium
2988,17967,2,130,3,0,1,0,hr,low
2989,55264,4,141,3,0,0,0,support,medium
2990,17973,3,270,3,0,0,0,accounting,low
2991,17984,5,199,2,0,0,0,marketing,medium
2992,17987,4,153,3,0,0,0,technical,medium
2993,17989,2,130,3,0,1,0,marketing,low
2994,18001,2,136,3,1,1,0,technical,medium
2995,18013,4,266,3,0,0,0,sales,low
2996,18021,5,203,3,0,0,0,IT,low
2997,18023,2,158,3,0,1,0,technical,low
2998,18024,4,134,3,0,0,0,product_mng,low
2999,18027,3,216,3,0,0,0,support,medium
3000,18038,2,147,3,0,1,0,IT,low
3001,18047,2,160,3,0,1,0,accounting,medium
3002,18065,4,164,2,0,0,0,RandD,medium
3003,18069,4,217,3,0,0,0,support,medium
3004,18075,3,174,3,0,0,0,technical,low
3005,18077,3,232,2,0,0,0,support,medium
3006,18085,4,167,3,0,0,0,hr,high
3007,18095,3,214,8,1,0,0,accounting,low
3008,18099,4,203,3,0,0,0,technical,medium
3009,18108,4,245,5,0,1,0,support,medium
3010,18115,5,204,4,1,0,0,support,low
3011,18125,4,183,3,0,0,0,sales,low
3012,18127,4,255,3,0,0,0,sales,low
3013,18129,2,146,3,0,1,0,marketing,low
3014,18135,4,265,4,0,0,0,hr,low
3015,18149,5,200,2,1,0,0,support,medium
3016,18150,4,189,3,0,0,0,IT,medium
3017,18152,3,219,5,0,0,0,RandD,low
3018,55321,4,167,3,0,0,0,IT,low
3019,18160,3,169,3,0,0,0,IT,low
3020,18161,5,164,2,0,0,0,technical,low
3021,18163,4,124,2,0,0,0,sales,high
3022,18169,3,224,2,0,0,0,sales,low
3023,75908,2,263,7,1,0,0,sales,low
3024,18175,5,148,2,0,0,0,marketing,medium
3025,18183,5,199,3,1,0,0,IT,low
3026,57730,3,239,2,0,0,0,product_mng,medium
3027,21621,2,143,3,1,0,0,technical,low
3028,18198,3,274,4,1,0,0,sales,low
3029,18200,3,209,3,1,0,0,support,low
3030,65179,3,252,2,0,0,1,sales,high
3031,18208,3,220,4,0,0,0,product_mng,medium
3032,18209,4,152,4,0,0,0,RandD,low
3033,18215,5,271,5,0,1,0,sales,low
3034,18216,2,135,3,0,1,0,support,low
3035,18218,2,156,3,0,1,0,marketing,medium
3036,18224,5,266,3,1,0,0,technical,medium
3037,18226,3,152,5,0,0,0,support,medium
3038,18238,3,142,3,1,0,0,sales,medium
3039,18240,2,132,2,0,0,0,sales,low
3040,18243,6,288,2,1,0,0,support,low
3041,18245,4,156,3,0,0,0,sales,low
3042,18249,2,126,5,0,0,0,sales,low
3043,18256,3,278,2,0,0,0,IT,high
3044,18259,3,244,3,0,0,0,IT,medium
3045,18270,5,238,3,1,0,0,marketing,medium
3046,18271,3,149,2,0,0,0,product_mng,low
3047,18272,5,240,4,0,0,0,management,medium
3048,65811,2,262,3,1,0,0,technical,medium
3049,66141,5,138,2,1,0,0,support,medium
3050,18277,3,283,3,0,0,0,support,low
3051,18280,4,213,4,0,0,0,sales,low
3052,18282,3,231,3,0,0,1,sales,medium
3053,18286,3,165,3,1,0,0,marketing,medium
3054,18291,5,285,3,0,0,0,product_mng,low
3055,18292,2,261,3,0,0,0,support,medium
3056,18294,3,227,4,0,0,0,accounting,medium
3057,18295,3,183,2,0,0,0,sales,low
3058,18298,3,169,2,0,0,0,sales,medium
3059,18305,4,266,5,0,0,0,sales,low
3060,18324,2,238,2,0,0,0,IT,medium
3061,18328,2,202,2,0,0,0,sales,low
3062,66227,6,214,4,0,0,0,technical,low
3063,18340,4,245,3,0,0,0,sales,medium
3064,18345,5,288,4,0,0,0,sales,low
3065,18348,4,226,4,0,0,0,product_mng,low
3066,83864,5,224,3,0,0,0,support,low
3067,66793,5,193,5,0,1,0,RandD,low
3068,18370,5,259,3,0,0,0,technical,medium
3069,18374,2,210,3,0,0,0,sales,medium
3070,18377,3,238,2,0,0,0,support,medium
3071,18381,5,276,5,0,0,0,sales,low
3072,18387,3,261,3,0,0,0,technical,medium
3073,18391,2,278,2,1,0,0,support,medium
3074,67599,3,259,3,0,0,0,marketing,medium
3075,18397,4,215,3,0,0,0,support,low
3076,18412,2,244,2,0,0,0,product_mng,medium
3077,18418,3,275,4,1,0,0,support,medium
3078,18427,4,232,3,0,0,0,RandD,low
3079,68149,5,245,4,0,0,0,IT,low
3080,18433,4,224,2,0,0,0,technical,low
3081,18442,4,247,3,0,1,0,sales,low
3082,18452,2,184,3,0,0,0,RandD,low
3083,18457,6,270,4,1,0,0,marketing,high
3084,18466,6,266,4,0,1,0,IT,low
3085,69383,3,178,10,1,0,0,sales,low
3086,18468,6,255,5,1,1,0,IT,medium
3087,18471,5,178,3,1,0,0,sales,medium
3088,18479,3,218,2,0,0,0,marketing,low
3089,18481,5,244,3,0,0,0,technical,low
3090,18482,5,154,3,0,0,0,technical,low
3091,18483,4,154,3,0,0,0,sales,high
3092,18494,3,170,2,0,0,0,sales,low
3093,18500,3,252,2,0,0,0,support,medium
3094,18508,3,251,6,0,0,0,hr,low
3095,18510,4,244,5,0,1,0,hr,medium
3096,70917,6,126,3,0,0,0,IT,medium
3097,71225,4,131,3,0,0,0,sales,low
3098,18522,4,266,4,0,1,0,sales,low
3099,78395,3,243,6,1,0,0,technical,medium
3100,18539,3,254,3,0,0,0,accounting,medium
3101,18543,3,191,3,0,0,0,IT,medium
3102,18559,3,164,10,1,0,0,management,medium
3103,18564,5,161,2,0,0,0,management,low
3104,18568,2,250,3,1,0,0,RandD,medium
3105,18570,2,132,3,0,1,0,technical,medium
3106,18577,3,213,6,0,1,0,technical,low
3107,18581,2,130,3,1,1,0,sales,medium
3108,18584,3,205,4,0,0,0,IT,low
3109,18588,3,251,2,0,0,0,technical,low
3110,18619,5,202,2,0,0,0,product_mng,low
3111,18623,6,251,4,0,1,0,management,low
3112,18626,3,135,3,0,0,0,RandD,medium
3113,78809,3,159,3,0,0,0,accounting,low
3114,18664,3,186,3,0,0,0,product_mng,medium
3115,18668,2,159,3,0,1,0,technical,low
3116,18682,7,272,4,0,1,0,sales,medium
3117,18684,4,142,2,0,0,0,technical,low
3118,79548,2,289,3,0,0,0,technical,low
3119,18687,3,188,3,0,0,0,management,medium
3120,80197,4,134,3,0,0,0,support,high
3121,18694,3,173,2,0,0,0,sales,medium
3122,18703,4,254,2,1,0,0,management,medium
3123,18705,2,131,3,0,1,0,technical,low
3124,18714,2,148,2,0,0,0,technical,low
3125,18719,7,296,4,0,1,0,sales,low
3126,18721,2,147,3,0,1,0,product_mng,medium
3127,18724,3,245,3,0,0,0,support,medium
3128,18731,4,144,6,0,0,0,IT,medium
3129,18734,3,186,3,0,0,0,technical,medium
3130,18736,4,266,2,0,0,0,technical,low
3131,18739,2,145,4,0,1,0,hr,low
3132,18748,5,272,2,1,0,0,sales,low
3133,80215,5,267,3,0,0,0,hr,medium
3134,18755,4,222,4,0,1,0,technical,medium
3135,18758,2,221,3,0,0,0,sales,low
3136,18778,6,248,3,0,0,0,support,low
3137,18779,4,268,3,1,0,0,IT,low
3138,18789,2,148,3,0,1,0,sales,low
3139,18790,4,224,3,0,0,0,technical,medium
3140,18793,3,184,6,0,0,0,technical,low
3141,18800,2,136,3,0,1,0,sales,low
3142,80555,6,276,4,0,0,0,technical,medium
3143,82508,4,228,4,0,1,0,technical,low
3144,82685,6,266,4,0,1,0,technical,medium
3145,82914,3,250,2,0,0,0,technical,low
3146,18831,5,245,8,1,0,0,management,high
3147,83532,3,154,2,0,0,0,sales,low
3148,18837,4,120,3,0,0,0,technical,low
3149,18847,3,130,4,0,0,0,technical,low
3150,83640,4,148,6,0,0,0,RandD,low
3151,18852,5,247,4,0,0,0,technical,high
3152,18861,4,199,3,0,0,0,sales,low
3153,18870,3,193,3,0,0,0,RandD,low
3154,18874,3,180,3,0,0,0,IT,medium
3155,18896,5,187,3,0,0,0,support,low
3156,18898,2,159,3,0,1,0,product_mng,low
3157,18899,3,259,2,0,0,0,technical,low
3158,18903,2,127,3,0,1,0,IT,low
3159,18909,3,174,3,0,0,0,marketing,low
3160,18919,4,224,3,0,0,0,marketing,high
3161,18924,2,182,3,0,0,0,support,high
3162,18929,4,215,3,1,0,0,support,low
3163,18937,3,248,3,0,0,0,sales,low
3164,18943,4,151,3,0,0,0,IT,low
3165,18949,4,226,5,0,1,0,support,low
3166,18957,2,171,2,1,0,1,support,medium
3167,18968,3,138,2,0,0,0,technical,medium
3168,18973,6,187,5,0,0,0,sales,low
3169,18975,4,229,3,0,0,0,IT,low
3170,18980,4,178,3,0,0,0,hr,low
3171,18987,3,250,3,1,0,0,management,medium
3172,18991,6,260,4,0,1,0,sales,medium
3173,18992,2,128,3,0,1,0,accounting,medium
3174,85080,2,142,3,0,1,0,support,low
3175,18999,4,206,4,0,0,0,technical,low
3176,19003,2,145,3,0,1,0,sales,medium
3177,19017,4,210,6,0,0,0,accounting,low
3178,19018,3,130,3,0,0,0,sales,medium
3179,19026,4,223,4,0,0,0,RandD,low
3180,19031,2,146,3,0,1,0,product_mng,low
3181,85716,4,153,2,0,0,0,sales,medium
3182,19052,5,221,2,0,0,0,support,low
3183,19055,2,151,3,0,1,0,hr,low
3184,19058,2,137,3,0,1,0,technical,medium
3185,19059,2,156,7,0,0,0,sales,medium
3186,19081,3,251,3,0,0,0,product_mng,low
3187,19084,3,219,3,0,0,0,technical,high
3188,86292,5,233,5,0,1,0,technical,medium
3189,19094,2,151,3,0,1,0,support,low
3190,19098,4,246,3,1,0,0,accounting,medium
3191,19139,4,252,2,0,0,0,sales,low
3192,19144,3,220,4,0,0,0,technical,medium
3193,19149,4,183,3,0,0,0,support,low
3194,86519,4,199,3,0,0,0,product_mng,low
3195,19174,3,246,5,0,0,0,sales,low
3196,19178,3,263,4,0,0,0,sales,medium
3197,19182,4,215,3,0,0,0,marketing,high
3198,19184,3,140,3,0,0,0,technical,medium
3199,19188,5,289,5,0,1,0,sales,medium
3200,19203,4,213,3,0,0,0,IT,medium
3201,19207,3,246,4,0,0,0,marketing,low
3202,19215,5,165,2,0,0,0,IT,low
3203,19243,6,136,6,0,0,0,hr,low
3204,87149,2,153,3,1,1,0,support,low
3205,19247,5,284,5,0,1,0,sales,low
3206,19250,4,267,5,0,1,0,sales,low
3207,19271,5,225,5,0,1,0,RandD,low
3208,19284,4,157,3,0,0,0,sales,low
3209,19293,3,170,3,0,0,0,support,low
3210,19294,4,169,2,0,0,0,support,low
3211,88156,4,130,3,0,0,0,technical,high
3212,90400,3,181,3,1,0,0,technical,low
3213,19303,4,225,3,0,0,0,accounting,medium
3214,19304,3,165,6,0,0,0,sales,medium
3215,19312,3,256,3,0,0,1,hr,medium
3216,19320,2,105,3,0,0,0,IT,high
3217,19330,4,133,3,1,0,0,sales,low
3218,19333,3,164,2,0,0,0,sales,high
3219,19335,2,145,3,0,1,0,support,low
3220,19345,6,282,4,0,1,0,sales,low
3221,19348,5,143,2,0,0,0,marketing,medium
3222,19351,3,143,4,0,0,0,RandD,medium
3223,19358,3,224,2,0,0,0,accounting,medium
3224,19370,4,218,2,1,0,0,support,high
3225,90597,4,155,3,0,0,0,IT,medium
3226,19386,3,185,3,0,0,0,IT,medium
3227,19394,4,188,6,0,0,0,product_mng,low
3228,91983,2,107,3,0,0,0,accounting,high
3229,19400,4,145,8,0,0,0,product_mng,medium
3230,19402,5,188,2,0,0,0,product_mng,medium
3231,19405,5,205,2,0,0,0,sales,low
3232,19410,7,247,5,0,1,0,support,medium
3233,19412,6,215,4,0,1,0,accounting,medium
3234,19414,5,207,4,0,0,0,management,medium
3235,19417,2,108,4,1,0,0,support,low
3236,19425,6,305,4,1,1,0,sales,low
3237,19426,5,163,4,0,0,0,hr,medium
3238,19427,4,238,2,0,0,0,technical,medium
3239,92024,3,263,2,0,0,0,accounting,low
3240,19455,3,171,2,0,1,0,management,low
3241,19464,4,245,3,0,0,0,sales,medium
3242,19472,4,223,3,0,0,0,technical,medium
3243,19474,3,134,3,0,0,0,marketing,low
3244,19479,2,143,3,0,1,0,marketing,medium
3245,19481,5,179,3,0,0,0,technical,low
3246,19482,5,245,5,0,0,0,IT,medium
3247,19483,3,161,5,0,0,0,product_mng,low
3248,93650,4,149,2,0,0,0,technical,low
3249,19488,4,227,3,0,0,0,IT,low
3250,19489,3,243,2,0,0,0,sales,medium
3251,19504,3,220,3,0,0,0,sales,medium
3252,19517,5,152,3,0,0,0,technical,medium
3253,19525,3,233,3,0,0,0,marketing,medium
3254,19532,4,237,5,0,1,0,management,high
3255,19551,2,160,3,0,1,0,sales,medium
3256,19556,2,184,4,0,0,0,product_mng,low
3257,19558,4,205,4,0,0,0,sales,medium
3258,95550,3,197,2,1,0,0,marketing,low
3259,19575,6,115,3,0,0,0,hr,medium
3260,19581,3,214,2,0,0,0,accounting,high
3261,19582,4,271,3,0,0,0,IT,medium
3262,19590,5,134,3,0,0,0,technical,high
3263,19604,4,149,4,1,0,0,sales,low
3264,19612,3,167,4,0,0,0,sales,low
3265,19615,6,96,5,1,0,0,support,low
3266,19620,5,156,3,0,0,0,IT,low
3267,19623,4,188,2,0,0,0,sales,low
3268,19626,6,259,4,0,1,0,support,medium
3269,19629,5,219,2,1,0,0,management,medium
3270,97836,3,150,6,0,0,0,RandD,medium
3271,19654,3,225,3,0,0,0,technical,high
3272,19657,4,189,4,1,0,0,sales,low
3273,19659,3,201,5,0,0,0,management,medium
3274,19660,4,165,2,0,0,0,RandD,medium
3275,99432,4,275,4,1,0,0,technical,medium
3276,1070,2,141,3,0,1,0,sales,low
3277,19676,3,158,3,0,0,0,product_mng,medium
3278,1889,3,132,5,0,0,0,technical,low
3279,19688,5,265,10,0,0,0,management,high
3280,19698,6,276,6,0,1,0,sales,medium
3281,19702,2,142,3,0,1,0,technical,medium
3282,19704,3,194,8,1,0,0,IT,medium
3283,19711,4,190,3,0,0,0,accounting,medium
3284,3176,4,194,2,0,0,0,support,high
3285,19722,2,152,3,0,1,0,hr,low
3286,3210,6,134,3,0,0,0,marketing,low
3287,19734,5,245,3,0,0,0,technical,low
3288,19735,4,191,2,0,0,0,technical,high
3289,19739,4,164,2,0,0,0,accounting,low
3290,19744,3,242,3,0,0,0,support,high
3291,19747,4,154,3,0,0,0,support,low
3292,19749,3,155,3,0,0,0,technical,medium
3293,19775,4,157,4,0,0,0,technical,medium
3294,19783,3,153,4,0,0,0,support,low
3295,19786,4,258,6,0,0,0,technical,medium
3296,19791,7,290,4,0,1,0,support,low
3297,19795,4,166,2,1,0,0,sales,medium
3298,19797,2,145,3,0,1,0,technical,low
3299,4167,2,127,3,0,1,0,technical,low
3300,19802,4,258,5,0,1,0,sales,low
3301,7236,3,187,3,0,0,0,sales,medium
3302,19811,4,162,3,0,0,0,IT,medium
3303,19815,4,137,5,0,0,0,sales,low
3304,7871,3,171,3,0,0,0,management,high
3305,19818,5,248,2,0,0,0,sales,high
3306,19820,2,154,3,0,1,0,sales,low
3307,19826,2,127,3,0,1,0,technical,low
3308,19830,4,219,3,0,0,0,sales,medium
3309,19831,6,208,4,1,0,0,management,medium
3310,19842,5,138,2,0,0,0,sales,medium
3311,19851,4,164,3,0,0,0,product_mng,low
3312,19861,4,175,2,0,0,0,sales,low
3313,19867,5,244,2,0,0,0,marketing,medium
3314,19869,3,222,2,0,0,0,technical,medium
3315,19884,3,140,5,0,0,0,IT,high
3316,9107,3,249,3,0,0,0,sales,medium
3317,19888,3,174,4,1,0,0,technical,medium
3318,19890,4,139,3,0,0,0,IT,high
3319,9579,4,168,2,1,0,0,sales,low
3320,19896,4,157,3,0,0,0,sales,medium
3321,19898,3,159,2,0,0,0,technical,low
3322,19909,5,254,2,0,0,0,accounting,medium
3323,19910,5,276,2,0,0,0,technical,low
3324,19918,4,249,3,1,0,0,sales,low
3325,19926,5,271,3,0,0,0,sales,low
3326,19927,5,178,4,0,0,0,management,medium
3327,19933,4,156,3,0,0,0,sales,low
3328,10435,4,194,10,0,0,0,support,medium
3329,19949,4,249,6,0,1,0,technical,medium
3330,19955,3,228,3,1,0,0,technical,low
3331,19956,5,265,2,0,1,0,RandD,medium
3332,19957,6,239,5,0,0,0,sales,medium
3333,19963,5,176,3,0,0,0,sales,medium
3334,19980,3,181,3,0,0,0,RandD,low
3335,20000,2,135,3,0,1,0,support,low
3336,20023,3,210,3,0,0,0,sales,low
3337,20046,6,250,4,0,0,0,support,medium
3338,20066,2,99,5,0,0,0,support,medium
3339,20067,4,136,2,0,0,0,product_mng,high
3340,20069,4,267,3,0,0,0,sales,medium
3341,20071,4,150,2,0,0,0,sales,low
3342,20081,3,262,4,1,0,0,technical,medium
3343,20089,3,264,4,1,0,0,technical,medium
3344,20095,6,111,3,0,0,0,technical,medium
3345,20098,3,191,2,0,0,0,sales,medium
3346,20103,4,180,2,0,0,0,sales,medium
3347,20108,3,203,5,0,0,0,sales,medium
